sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_176,176,1,10,Design FrontEnd
RandomTask_255,255,1,7,FrontEnd
RandomTask_206,206,1,4,BackEnd
RandomTask_384,384,1,1,BackEnd
RandomTask_378,378,1,8,BackEnd Design
RandomTask_196,196,1,1,FrontEnd
RandomTask_85,85,1,2,BackEnd
RandomTask_194,194,1,5,Design FrontEnd
RandomTask_257,257,1,9,Design
RandomTask_20,20,1,7,BackEnd Design FrontEnd
RandomTask_218,218,1,1,BackEnd FrontEnd
RandomTask_151,151,1,6,BackEnd FrontEnd
RandomTask_188,188,1,7,Design FrontEnd
RandomTask_375,375,1,9,BackEnd FrontEnd
RandomTask_291,291,1,4,BackEnd Design FrontEnd
RandomTask_283,283,1,2,Design FrontEnd
RandomTask_374,374,1,7,BackEnd FrontEnd
RandomTask_70,70,1,5,BackEnd FrontEnd
RandomTask_58,58,1,1,BackEnd Design FrontEnd
RandomTask_317,317,1,6,Design FrontEnd
RandomTask_235,235,1,7,BackEnd
RandomTask_342,342,1,1,Design
RandomTask_68,68,1,7,BackEnd Design
RandomTask_136,136,1,3,FrontEnd
RandomTask_92,92,1,8,Design
RandomTask_376,376,1,8,BackEnd Design FrontEnd
RandomTask_147,147,1,8,Design
RandomTask_154,154,1,3,FrontEnd
RandomTask_174,174,1,7,BackEnd
RandomTask_97,97,1,3,Design
RandomTask_215,215,1,10,Design FrontEnd
RandomTask_385,385,1,7,Design FrontEnd
RandomTask_362,362,1,10,Design
RandomTask_363,363,1,4,BackEnd Design FrontEnd
RandomTask_186,186,1,7,BackEnd Design FrontEnd
RandomTask_325,325,1,5,BackEnd Design
RandomTask_64,64,1,5,BackEnd Design
RandomTask_388,388,1,1,BackEnd
RandomTask_107,107,1,6,FrontEnd
RandomTask_281,281,1,3,BackEnd Design FrontEnd
RandomTask_178,178,1,3,BackEnd Design FrontEnd
